,added_time,published_time,modified_time,financial_instruments,url,url_hash,source,article_type,title,sentiment_score,technological_sentiment,ecosystem_sentiment,security_sentiment
95,2025-04-15 08:23:43,,2100-01-01 00:00:00,BNB,https://u.today/guides/top-crypto-exchanges-2025-full-guide,2878870069,utoday,factual,Top crypto exchanges in 2025: What you should know,0.8,0.9,0.8,0.7
96,2025-04-15 08:23:43,,2100-01-01 00:00:00,ETH,https://u.today/guides/top-crypto-exchanges-2025-full-guide,2878870069,utoday,factual,Top crypto exchanges in 2025: What you should know,0.5,0.8,0.7,0.6
97,2025-04-15 08:23:43,,2100-01-01 00:00:00,USDT,https://u.today/guides/top-crypto-exchanges-2025-full-guide,2878870069,utoday,factual,Top crypto exchanges in 2025: What you should know,0.3,0.5,0.4,0.5
98,2025-04-15 08:23:43,,2100-01-01 00:00:00,SOL,https://u.today/guides/top-crypto-exchanges-2025-full-guide,2878870069,utoday,factual,Top crypto exchanges in 2025: What you should know,0.5,0.7,0.6,0.5
99,2025-04-15 08:23:43,,2100-01-01 00:00:00,ADA,https://u.today/guides/top-crypto-exchanges-2025-full-guide,2878870069,utoday,factual,Top crypto exchanges in 2025: What you should know,0.4,0.6,0.5,0.4
100,2025-04-15 08:23:43,,2100-01-01 00:00:00,XMR,https://u.today/guides/top-crypto-exchanges-2025-full-guide,2878870069,utoday,factual,Top crypto exchanges in 2025: What you should know,0.3,0.5,0.4,0.4
101,2025-04-15 08:23:43,,2100-01-01 00:00:00,XRP,https://u.today/guides/top-crypto-exchanges-2025-full-guide,2878870069,utoday,factual,Top crypto exchanges in 2025: What you should know,0.3,0.5,0.4,0.4
102,2025-04-15 08:23:43,,2100-01-01 00:00:00,KCS,https://u.today/guides/top-crypto-exchanges-2025-full-guide,2878870069,utoday,factual,Top crypto exchanges in 2025: What you should know,0.7,0.8,0.7,0.6
103,2025-04-15 08:23:43,,2100-01-01 00:00:00,CET,https://u.today/guides/top-crypto-exchanges-2025-full-guide,2878870069,utoday,factual,Top crypto exchanges in 2025: What you should know,0.6,0.7,0.6,0.5
104,2025-04-15 08:23:43,,2100-01-01 00:00:00,GT,https://u.today/guides/top-crypto-exchanges-2025-full-guide,2878870069,utoday,factual,Top crypto exchanges in 2025: What you should know,0.6,0.7,0.6,0.5
105,2025-04-15 08:24:06,2025-04-11T10:12:29+00:00,2100-01-01 00:00:00,XRP,https://decrypt.co/314482/ripple-sec-file-to-suspend-appeals-pending-negotiated-resolution-of-case,2309327539,decrypt,market-impacting,"Ripple Labs and SEC Jointly File to Suspend Appeals, Pursue Negotiated Resolution",0.8,0.0,0.5,0.0
106,2025-04-15 08:24:37,2025-04-11T21:53:50+00:00,2100-01-01 00:00:00,FART,https://decrypt.co/314556/why-fartcoin-blasting-off-again,799466002,decrypt,market-impacting,Fartcoin and Other Solana-Based Meme Coins Surge Amid Market Uncertainty,0.8,0.2,0.6,0.4
107,2025-04-15 08:24:37,2025-04-11T21:53:50+00:00,2100-01-01 00:00:00,BTC,https://decrypt.co/314556/why-fartcoin-blasting-off-again,799466002,decrypt,market-impacting,Fartcoin and Other Solana-Based Meme Coins Surge Amid Market Uncertainty,0.2,0.4,0.4,0.4
108,2025-04-15 08:24:37,2025-04-11T21:53:50+00:00,2100-01-01 00:00:00,ETH,https://decrypt.co/314556/why-fartcoin-blasting-off-again,799466002,decrypt,market-impacting,Fartcoin and Other Solana-Based Meme Coins Surge Amid Market Uncertainty,-0.4,0.2,0.2,0.2
109,2025-04-15 08:24:37,2025-04-11T21:53:50+00:00,2100-01-01 00:00:00,BUTT,https://decrypt.co/314556/why-fartcoin-blasting-off-again,799466002,decrypt,market-impacting,Fartcoin and Other Solana-Based Meme Coins Surge Amid Market Uncertainty,0.6,0.2,0.4,0.4
110,2025-04-15 08:24:37,2025-04-11T21:53:50+00:00,2100-01-01 00:00:00,TIT,https://decrypt.co/314556/why-fartcoin-blasting-off-again,799466002,decrypt,market-impacting,Fartcoin and Other Solana-Based Meme Coins Surge Amid Market Uncertainty,0.4,0.2,0.4,0.4
111,2025-04-15 08:25:16,,2100-01-01 00:00:00,XRP,https://u.today/is-xrp-storm-over-most-watched-reversal-pattern-confirmed,1817761350,utoday,market-impacting,"XRP Reverses Course, Rising Sharply After Ripple's $1.25 Billion Acquisition",0.8,0.9,0.8,0.5
112,2025-04-15 08:25:41,2025-04-14T18:29:32+00:00,2100-01-01 00:00:00,BTC,https://decrypt.co/314733/xrp-bright-spot-bitcoin-ethereum-etf-flows,275147402,decrypt,market-impacting,Bitcoin Outflows Hit Record $7.2 Billion as Institutions Show Pessimism,0.2,0.0,0.2,0.0
113,2025-04-15 08:25:41,2025-04-14T18:29:32+00:00,2100-01-01 00:00:00,ETH,https://decrypt.co/314733/xrp-bright-spot-bitcoin-ethereum-etf-flows,275147402,decrypt,market-impacting,Bitcoin Outflows Hit Record $7.2 Billion as Institutions Show Pessimism,-0.2,0.0,-0.2,0.0
114,2025-04-15 08:25:41,2025-04-14T18:29:32+00:00,2100-01-01 00:00:00,XRP,https://decrypt.co/314733/xrp-bright-spot-bitcoin-ethereum-etf-flows,275147402,decrypt,market-impacting,Bitcoin Outflows Hit Record $7.2 Billion as Institutions Show Pessimism,0.4,0.0,0.4,0.0
115,2025-04-15 08:25:41,2025-04-14T18:29:32+00:00,2100-01-01 00:00:00,SOL,https://decrypt.co/314733/xrp-bright-spot-bitcoin-ethereum-etf-flows,275147402,decrypt,market-impacting,Bitcoin Outflows Hit Record $7.2 Billion as Institutions Show Pessimism,-0.2,0.0,-0.2,0.0
116,2025-04-15 08:26:17,,2100-01-01 00:00:00,SHIB,https://u.today/shiba-inu-shib-trillionaires-melting-away,4098022681,utoday,market-impacting,Shiba Inu's Identity Crisis: Losing Steam Due to Poor Fundamentals,-0.8,0.0,-0.8,0.0
117,2025-04-15 08:27:06,2025-04-14T01:06:54+00:00,2100-01-01 00:00:00,OM,https://beincrypto.com/mantra-om-token-crash-insider-dump-allegations/,2557307146,bein,market-impacting,"MANTRA (OM) Token Crashes 90% in Under an Hour, Wiping Out $5.5 Billion in Market Capitalization",-0.9,0.0,-0.8,-0.7
118,2025-04-15 08:27:34,2025-04-12T15:01:03+00:00,2100-01-01 00:00:00,BTC,https://decrypt.co/313598/professor-coin-whats-driving-crypto-adoption,3488357432,decrypt,factual,What's Driving Cryptocurrency Adoption Across the Globe?,0.5,0.8,0.7,0.4
119,2025-04-15 08:28:23,,2100-01-01 00:00:00,XLM,https://u.today/stellar-xlm-15-price-swing-imminent-which-way,732235512,utoday,market-impacting,Stellar (XLM) Could Be on the Verge of a Major Move,0.5,0.8,0.8,0.5
120,2025-04-15 08:29:05,,2100-01-01 00:00:00,XRP,https://u.today/xrp-sees-abnormal-buying-activity-amid-795-million-crypto-fund-sell-off,1298358771,utoday,market-impacting,XRP Attracts $3.4 Million in Inflows as Crypto Market Continues to Lose Capital,0.8,0.0,0.5,0.0
121,2025-04-15 08:29:05,,2100-01-01 00:00:00,BTC,https://u.today/xrp-sees-abnormal-buying-activity-amid-795-million-crypto-fund-sell-off,1298358771,utoday,market-impacting,XRP Attracts $3.4 Million in Inflows as Crypto Market Continues to Lose Capital,-0.8,0.0,0.0,0.0
122,2025-04-15 08:29:05,,2100-01-01 00:00:00,ETH,https://u.today/xrp-sees-abnormal-buying-activity-amid-795-million-crypto-fund-sell-off,1298358771,utoday,market-impacting,XRP Attracts $3.4 Million in Inflows as Crypto Market Continues to Lose Capital,-0.5,0.0,0.0,0.0
123,2025-04-15 08:29:05,,2100-01-01 00:00:00,SOL,https://u.today/xrp-sees-abnormal-buying-activity-amid-795-million-crypto-fund-sell-off,1298358771,utoday,market-impacting,XRP Attracts $3.4 Million in Inflows as Crypto Market Continues to Lose Capital,-0.5,0.0,0.0,0.0
124,2025-04-15 08:29:05,,2100-01-01 00:00:00,SHIB,https://u.today/xrp-sees-abnormal-buying-activity-amid-795-million-crypto-fund-sell-off,1298358771,utoday,market-impacting,XRP Attracts $3.4 Million in Inflows as Crypto Market Continues to Lose Capital,0.0,0.0,0.0,0.0
125,2025-04-15 08:29:31,,2100-01-01 00:00:00,SHIB,https://u.today/160-billion-shiba-inu-shib-inflows-in-2-days-do-whales-know-something,4123827179,utoday,market-impacting,Shiba Inu Sees Whale Activity That Could Change the Game,0.5,0.0,-0.5,0.0
126,2025-04-15 08:30:13,,2100-01-01 00:00:00,BABY,https://u.today/three-crypto-trading-pairs-coming-to-binance-heres-whats-new,1764778996,utoday,market-impacting,Binance Expands Trading Lineup with Three New Crypto Pairs,0.5,0.0,0.5,0.0
127,2025-04-15 08:30:13,,2100-01-01 00:00:00,ONDO,https://u.today/three-crypto-trading-pairs-coming-to-binance-heres-whats-new,1764778996,utoday,market-impacting,Binance Expands Trading Lineup with Three New Crypto Pairs,0.5,0.0,0.5,0.0
128,2025-04-15 08:30:13,,2100-01-01 00:00:00,PAXG,https://u.today/three-crypto-trading-pairs-coming-to-binance-heres-whats-new,1764778996,utoday,market-impacting,Binance Expands Trading Lineup with Three New Crypto Pairs,0.5,0.0,0.5,0.0
129,2025-04-15 08:30:13,,2100-01-01 00:00:00,OM,https://u.today/three-crypto-trading-pairs-coming-to-binance-heres-whats-new,1764778996,utoday,market-impacting,Binance Expands Trading Lineup with Three New Crypto Pairs,-0.8,-0.5,-0.5,-0.5
130,2025-04-15 08:30:13,,2100-01-01 00:00:00,BNB,https://u.today/three-crypto-trading-pairs-coming-to-binance-heres-whats-new,1764778996,utoday,market-impacting,Binance Expands Trading Lineup with Three New Crypto Pairs,0.0,0.0,0.0,0.0
131,2025-04-15 08:30:43,2025-04-14T21:29:44+00:00,2100-01-01 00:00:00,XRP,https://beincrypto.com/xrp-surges-bullish-momentum-golden-cross/,1845184332,bein,market-impacting,"XRP Price Analysis: Bullish Momentum Cools, But Upside Potential Remains",0.6,0.2,0.4,0.2
132,2025-04-15 08:31:08,2025-04-14T21:53:23+00:00,2100-01-01 00:00:00,,https://decrypt.co/314750/openai-releases-gpt-4-1-why-super-powered-ai-model-kill-gpt-4-5,2950984708,decrypt,factual,"OpenAI Unveils GPT-4.1, a Trio of New AI Models with Impressive Capabilities",0.5,0.8,0.5,0.5
133,2025-04-15 08:31:30,2025-04-14T14:39:03+00:00,2100-01-01 00:00:00,BTC,https://decrypt.co/314691/strategy-buys-more-bitcoin-tariff-exemptions-sends-tech-soaring,281285854,decrypt,market-impacting,"MicroStrategy Acquires 3,450 Bitcoin Worth $286 Million, Now Owns 531,644 BTC",0.8,0.5,0.8,0.5
134,2025-04-15 08:32:09,2025-04-14T06:41:54+00:00,2100-01-01 00:00:00,BTC,https://beincrypto.com/bitcoin-hodlers-profit-falls-to-low/,2824808627,bein,market-impacting,"Bitcoin Price Analysis: LTHs Under Pressure as BTC Fails to Break $85,000",-0.6,0.0,-0.4,0.0
135,2025-04-15 08:33:17,,2100-01-01 00:00:00,BTC,https://www.coindesk.com/policy/2025/04/14/sec-delays-decisions-on-in-kind-redemptions-ether-etf-staking,2547630606,coindesk,market-impacting,SEC Delays Decision on Key Features for Crypto ETFs,0.0,0.0,0.0,0.0
136,2025-04-15 08:33:17,,2100-01-01 00:00:00,ETH,https://www.coindesk.com/policy/2025/04/14/sec-delays-decisions-on-in-kind-redemptions-ether-etf-staking,2547630606,coindesk,market-impacting,SEC Delays Decision on Key Features for Crypto ETFs,0.0,0.0,0.0,0.0
137,2025-04-15 08:33:58,,2100-01-01 00:00:00,XLM,https://u.today/opinions/stellar-lumen-xlm-price-prediction-2025,4186067300,utoday,factual,What is Stellar? What is Lumen (XLM)? XRP versus XLM How high can XLM go in 2025?,0.8,0.9,0.8,0.7
138,2025-04-15 08:33:58,,2100-01-01 00:00:00,XRP,https://u.today/opinions/stellar-lumen-xlm-price-prediction-2025,4186067300,utoday,factual,What is Stellar? What is Lumen (XLM)? XRP versus XLM How high can XLM go in 2025?,0.7,0.5,0.4,0.5
139,2025-04-15 08:34:31,2025-03-11T00:00:00+00:00,2100-01-01 00:00:00,BTC,https://coinbureau.com/newsletters/is-crypto-bull-market-over/,4167390766,coinbureau,market-impacting,Crypto Market Forecast: Is This Time Different?,0.5,0.2,0.8,0.5
140,2025-04-15 08:34:31,2025-03-11T00:00:00+00:00,2100-01-01 00:00:00,XRP,https://coinbureau.com/newsletters/is-crypto-bull-market-over/,4167390766,coinbureau,market-impacting,Crypto Market Forecast: Is This Time Different?,-0.2,0.0,0.0,0.0
141,2025-04-15 08:34:31,2025-03-11T00:00:00+00:00,2100-01-01 00:00:00,ADA,https://coinbureau.com/newsletters/is-crypto-bull-market-over/,4167390766,coinbureau,market-impacting,Crypto Market Forecast: Is This Time Different?,-0.2,0.0,0.0,0.0
142,2025-04-15 08:34:31,2025-03-11T00:00:00+00:00,2100-01-01 00:00:00,SOL,https://coinbureau.com/newsletters/is-crypto-bull-market-over/,4167390766,coinbureau,market-impacting,Crypto Market Forecast: Is This Time Different?,-0.2,0.0,0.0,0.0
143,2025-04-15 08:35:35,,2100-01-01 00:00:00,BTC,https://u.today/bitcoin-etf-demand-cooling-down-report-says-heres-whats-happening,808946522,utoday,market-impacting,Bitcoin ETF demand is cooling,-0.5,0.0,-0.5,0.0
144,2025-04-15 08:36:14,2025-04-14T20:02:25+00:00,2100-01-01 00:00:00,BTC,https://decrypt.co/314744/bitcoin-rises-as-inflation-expectations-intensify-consumers,2691807678,decrypt,market-impacting,"Bitcoin Price Hovers Around $85,000 as Investors Weigh White House's Tariff Message",0.5,0.0,0.2,0.0
145,2025-04-15 08:36:14,2025-04-14T20:02:25+00:00,2100-01-01 00:00:00,ETH,https://decrypt.co/314744/bitcoin-rises-as-inflation-expectations-intensify-consumers,2691807678,decrypt,market-impacting,"Bitcoin Price Hovers Around $85,000 as Investors Weigh White House's Tariff Message",0.3,0.0,0.1,0.0
146,2025-04-15 08:36:14,2025-04-14T20:02:25+00:00,2100-01-01 00:00:00,SOL,https://decrypt.co/314744/bitcoin-rises-as-inflation-expectations-intensify-consumers,2691807678,decrypt,market-impacting,"Bitcoin Price Hovers Around $85,000 as Investors Weigh White House's Tariff Message",0.2,0.0,0.1,0.0
147,2025-04-15 08:36:52,2025-04-13T14:02:39+00:00,2100-01-01 00:00:00,SOL,https://decrypt.co/314566/why-solana-making-big-push-washington,1855571442,decrypt,factual,Solana Policy Institute Aims to Reform DeFi's Reputation on Capitol Hill,0.5,0.7,0.8,0.2
148,2025-04-15 08:37:28,,2100-01-01 00:00:00,BTC,https://u.today/major-crypto-bill-set-to-pass-soon-senate-banking-committee-chair-reveals,3036968294,utoday,market-impacting,US Senate Banking Committee Chairman Predicts Crypto Market-Structure Legislation by August,0.5,0.5,0.5,0.0
149,2025-04-15 08:37:55,2025-04-14T18:01:56+00:00,2100-01-01 00:00:00,BTC,https://decrypt.co/314697/crypto-exchange-kraken-stock-etf-trading,1390409168,decrypt,market-impacting,Kraken Expands into Stocks and ETF Trading in US,0.5,0.5,0.8,0.5
150,2025-04-15 08:38:29,,2100-01-01 00:00:00,DOGE,https://u.today/dogecoin-developer-issues-crucial-warning-to-crypto-community-heres-why,974903973,utoday,factual,Dogecoin Foundation Developer Warns of Potential Scams as Projects Attempt to Capitalize on Popularity,0.5,0.8,0.7,0.2
151,2025-04-15 08:38:29,,2100-01-01 00:00:00,BTC,https://u.today/dogecoin-developer-issues-crucial-warning-to-crypto-community-heres-why,974903973,utoday,factual,Dogecoin Foundation Developer Warns of Potential Scams as Projects Attempt to Capitalize on Popularity,0.0,0.0,0.0,0.0
152,2025-04-15 08:39:35,2025-04-14T18:39:51+00:00,2100-01-01 00:00:00,SOL,https://beincrypto.com/top-made-in-usa-coins-for-third-week-of-april/,1000690976,bein,market-impacting,"Made in USA Coins Gain Momentum: Solana, Ondo Finance, and Story Protocol Stand Out",0.8,0.9,0.9,0.5
153,2025-04-15 08:39:35,2025-04-14T18:39:51+00:00,2100-01-01 00:00:00,ONDO,https://beincrypto.com/top-made-in-usa-coins-for-third-week-of-april/,1000690976,bein,market-impacting,"Made in USA Coins Gain Momentum: Solana, Ondo Finance, and Story Protocol Stand Out",0.6,0.5,0.7,0.5
154,2025-04-15 08:39:35,2025-04-14T18:39:51+00:00,2100-01-01 00:00:00,IP,https://beincrypto.com/top-made-in-usa-coins-for-third-week-of-april/,1000690976,bein,market-impacting,"Made in USA Coins Gain Momentum: Solana, Ondo Finance, and Story Protocol Stand Out",0.4,0.5,0.5,0.5
155,2025-04-15 08:39:35,2025-04-14T18:39:51+00:00,2100-01-01 00:00:00,BTC,https://beincrypto.com/top-made-in-usa-coins-for-third-week-of-april/,1000690976,bein,market-impacting,"Made in USA Coins Gain Momentum: Solana, Ondo Finance, and Story Protocol Stand Out",0.2,0.5,0.5,0.5
156,2025-04-15 08:39:35,2025-04-14T18:39:51+00:00,2100-01-01 00:00:00,XRP,https://beincrypto.com/top-made-in-usa-coins-for-third-week-of-april/,1000690976,bein,market-impacting,"Made in USA Coins Gain Momentum: Solana, Ondo Finance, and Story Protocol Stand Out",0.2,0.5,0.5,0.5
157,2025-04-15 08:40:11,2025-04-14T11:29:13+00:00,2100-01-01 00:00:00,BTC,https://beincrypto.com/crypto-outflows-trump-tariffs-investor-sentiment/,578677970,bein,market-impacting,Crypto Outflows Hit $795 Million as Bitcoin Leads the Decline,-0.8,0.0,0.0,0.0
158,2025-04-15 08:40:11,2025-04-14T11:29:13+00:00,2100-01-01 00:00:00,XRP,https://beincrypto.com/crypto-outflows-trump-tariffs-investor-sentiment/,578677970,bein,market-impacting,Crypto Outflows Hit $795 Million as Bitcoin Leads the Decline,0.4,0.0,0.0,0.0
159,2025-04-15 08:40:11,2025-04-14T11:29:13+00:00,2100-01-01 00:00:00,ONDO,https://beincrypto.com/crypto-outflows-trump-tariffs-investor-sentiment/,578677970,bein,market-impacting,Crypto Outflows Hit $795 Million as Bitcoin Leads the Decline,0.4,0.0,0.0,0.0
160,2025-04-15 08:40:11,2025-04-14T11:29:13+00:00,2100-01-01 00:00:00,ALGO,https://beincrypto.com/crypto-outflows-trump-tariffs-investor-sentiment/,578677970,bein,market-impacting,Crypto Outflows Hit $795 Million as Bitcoin Leads the Decline,0.4,0.0,0.0,0.0
161,2025-04-15 08:40:11,2025-04-14T11:29:13+00:00,2100-01-01 00:00:00,AVAX,https://beincrypto.com/crypto-outflows-trump-tariffs-investor-sentiment/,578677970,bein,market-impacting,Crypto Outflows Hit $795 Million as Bitcoin Leads the Decline,0.4,0.0,0.0,0.0
162,2025-04-15 08:40:37,2025-04-14T19:57:19+00:00,2100-01-01 00:00:00,ETH,https://decrypt.co/314743/sec-postpones-decision-on-staking-for-grayscale-ethereum-etfs,125613885,decrypt,market-impacting,SEC Delays Decision on Grayscale's Ethereum ETF Staking Proposal,0.2,0.5,0.3,0.5
163,2025-04-15 08:41:34,,2100-01-01 00:00:00,SHIB,https://u.today/just-964247-shib-shiba-inu-burn-rate-crashes-to-rare-lows,2832759433,utoday,market-impacting,"Shiba Inu Sees Significantly Low Burns in 24 Hours, Raising Eyebrows on the Market",0.2,0.0,0.5,0.0
164,2025-04-15 08:42:11,,2100-01-01 00:00:00,BTC,https://u.today/bitcoin-btc-revived-100000-is-not-far,4138943425,utoday,market-impacting,Bitcoin Exhales with Relief as Tariff Pause Speeds Up Recovery,0.8,0.9,0.8,0.5
165,2025-04-15 08:42:59,2025-04-11T20:20:50+00:00,2100-01-01 00:00:00,HOOD,https://decrypt.co/314544/public-keys-robinhood-hopes-coinbase-custody-btc-gdp,1163297645,decrypt,market-impacting,Public Keys: Robinhood and MARA Holdings Buck the Trend,0.6,0.0,0.4,0.0
166,2025-04-15 08:42:59,2025-04-11T20:20:50+00:00,2100-01-01 00:00:00,MARA,https://decrypt.co/314544/public-keys-robinhood-hopes-coinbase-custody-btc-gdp,1163297645,decrypt,market-impacting,Public Keys: Robinhood and MARA Holdings Buck the Trend,0.8,0.6,0.6,0.0
167,2025-04-15 08:42:59,2025-04-11T20:20:50+00:00,2100-01-01 00:00:00,BTC,https://decrypt.co/314544/public-keys-robinhood-hopes-coinbase-custody-btc-gdp,1163297645,decrypt,market-impacting,Public Keys: Robinhood and MARA Holdings Buck the Trend,0.2,0.0,0.0,-0.2
168,2025-04-15 08:42:59,2025-04-11T20:20:50+00:00,2100-01-01 00:00:00,ETH,https://decrypt.co/314544/public-keys-robinhood-hopes-coinbase-custody-btc-gdp,1163297645,decrypt,market-impacting,Public Keys: Robinhood and MARA Holdings Buck the Trend,0.0,0.0,0.0,0.0
169,2025-04-15 08:42:59,2025-04-11T20:20:50+00:00,2100-01-01 00:00:00,ETOR,https://decrypt.co/314544/public-keys-robinhood-hopes-coinbase-custody-btc-gdp,1163297645,decrypt,market-impacting,Public Keys: Robinhood and MARA Holdings Buck the Trend,0.0,0.0,0.0,0.0
170,2025-04-15 08:42:59,2025-04-11T20:20:50+00:00,2100-01-01 00:00:00,USDC,https://decrypt.co/314544/public-keys-robinhood-hopes-coinbase-custody-btc-gdp,1163297645,decrypt,market-impacting,Public Keys: Robinhood and MARA Holdings Buck the Trend,0.0,0.0,0.0,0.0
171,2025-04-15 08:43:39,2025-04-07T00:00:00+00:00,2100-01-01 00:00:00,BTC,https://coinbureau.com/newsletters/blackrocks-bitcoin-plan/,1101357818,coinbureau,market-impacting,Crypto Market Forecast,0.5,0.5,0.5,0.5
172,2025-04-15 08:43:39,2025-04-07T00:00:00+00:00,2100-01-01 00:00:00,USDC,https://coinbureau.com/newsletters/blackrocks-bitcoin-plan/,1101357818,coinbureau,market-impacting,Crypto Market Forecast,0.2,0.2,0.2,0.2
173,2025-04-15 08:43:39,2025-04-07T00:00:00+00:00,2100-01-01 00:00:00,DOGE,https://coinbureau.com/newsletters/blackrocks-bitcoin-plan/,1101357818,coinbureau,market-impacting,Crypto Market Forecast,-0.2,-0.2,-0.2,-0.2
174,2025-04-15 08:44:15,,2100-01-01 00:00:00,DOGE,https://u.today/doge-on-verge-of-50-rally-but-one-obstacle-remains-for-dogecoin,1859022989,utoday,market-impacting,Dogecoin (DOGE) Forms Technical Structure That May Spark New Bull Momentum,0.6,0.4,0.2,0.0
175,2025-04-15 08:44:59,2025-04-14T07:27:29+00:00,2100-01-01 00:00:00,BTC,https://beincrypto.com/bitcoin-etf-weekly-outflows/,3909055146,bein,market-impacting,Bitcoin ETFs See $713 Million in Daily Net Outflows as Market Sentiment Turns Cautious,-0.5,0.0,-0.5,0.0
176,2025-04-15 08:45:45,,2100-01-01 00:00:00,BTC,https://u.today/strategys-saylor-strongly-hints-at-new-bitcoin-announcement,2276227793,utoday,market-impacting,Michael Saylor Hints at Another Bitcoin Purchase on Monday,0.2,0.5,0.2,0.1
177,2025-04-15 08:46:16,,2100-01-01 00:00:00,BTC,https://u.today/bitcoin-btc-85800-price-point-heres-what-on-chain-data-says,1213271595,utoday,market-impacting,"Bitcoin Price Action: $85,800 Level Crucial for Market Direction",0.2,0.0,0.0,0.0
178,2025-04-15 08:46:44,2025-04-14T22:19:13+00:00,2100-01-01 00:00:00,ACT,https://beincrypto.com/act-ip-crash-binance-futures/,1355435814,bein,market-impacting,ACT and IP Tokens See 20% Crash and Rebound Amid Binance Futures Speculation,-0.5,0.5,0.0,0.0
179,2025-04-15 08:46:44,2025-04-14T22:19:13+00:00,2100-01-01 00:00:00,IP,https://beincrypto.com/act-ip-crash-binance-futures/,1355435814,bein,market-impacting,ACT and IP Tokens See 20% Crash and Rebound Amid Binance Futures Speculation,-0.5,0.5,0.0,0.0
180,2025-04-15 08:47:05,,2100-01-01 00:00:00,SHIB,https://u.today/shiba-inu-shib-can-still-add-zero-xrp-above-2-but-its-not-enough-bitcoin-btc-death-cross-cancelled,2947445137,utoday,market-impacting,XRP can take hit Bitcoin avoids it,-0.5,-0.5,-0.8,0.0
181,2025-04-15 08:47:05,,2100-01-01 00:00:00,XRP,https://u.today/shiba-inu-shib-can-still-add-zero-xrp-above-2-but-its-not-enough-bitcoin-btc-death-cross-cancelled,2947445137,utoday,market-impacting,XRP can take hit Bitcoin avoids it,0.2,0.0,0.0,0.0
182,2025-04-15 08:47:05,,2100-01-01 00:00:00,BTC,https://u.today/shiba-inu-shib-can-still-add-zero-xrp-above-2-but-its-not-enough-bitcoin-btc-death-cross-cancelled,2947445137,utoday,market-impacting,XRP can take hit Bitcoin avoids it,0.8,0.0,0.0,0.0
183,2025-04-15 08:48:28,,2100-01-01 00:00:00,XRP,https://www.coindesk.com/markets/2025/04/14/xrp-ada-sol-bulls-eye-recovery-in-short-term-price-action-indicates,445795173,coindesk,market-impacting,"XRP, Cardano and Solana Tokens Show Technical Strength Amid Market Volatility",0.6,0.8,0.7,0.5
184,2025-04-15 08:48:28,,2100-01-01 00:00:00,ADA,https://www.coindesk.com/markets/2025/04/14/xrp-ada-sol-bulls-eye-recovery-in-short-term-price-action-indicates,445795173,coindesk,market-impacting,"XRP, Cardano and Solana Tokens Show Technical Strength Amid Market Volatility",0.7,0.6,0.8,0.5
185,2025-04-15 08:48:28,,2100-01-01 00:00:00,SOL,https://www.coindesk.com/markets/2025/04/14/xrp-ada-sol-bulls-eye-recovery-in-short-term-price-action-indicates,445795173,coindesk,market-impacting,"XRP, Cardano and Solana Tokens Show Technical Strength Amid Market Volatility",0.8,0.9,0.8,0.5
186,2025-04-15 08:48:28,,2100-01-01 00:00:00,BTC,https://www.coindesk.com/markets/2025/04/14/xrp-ada-sol-bulls-eye-recovery-in-short-term-price-action-indicates,445795173,coindesk,market-impacting,"XRP, Cardano and Solana Tokens Show Technical Strength Amid Market Volatility",-0.2,0.4,0.3,0.2
187,2025-04-15 08:48:57,2025-04-11T18:51:39+00:00,2100-01-01 00:00:00,TRUMP,https://decrypt.co/314534/trump-solana-meme-coin-unlock,1335715169,decrypt,market-impacting,"Trump's Meme Coin Faces First Token Unlock, $320 Million Worth of TRUMP to Hit Market",-0.5,0.0,0.2,0.0
188,2025-04-15 08:49:49,,2100-01-01 00:00:00,BTC,https://www.coindesk.com/policy/2025/04/14/google-to-restrict-crypto-ads-in-eu-to-mica-licensed-firms,3576643944,coindesk,factual,Google to Require EU Crypto Advertisers to Hold MiCA License,0.0,0.0,0.5,0.5
189,2025-04-15 08:49:49,,2100-01-01 00:00:00,OKX,https://www.coindesk.com/policy/2025/04/14/google-to-restrict-crypto-ads-in-eu-to-mica-licensed-firms,3576643944,coindesk,factual,Google to Require EU Crypto Advertisers to Hold MiCA License,0.5,0.0,0.5,0.5
190,2025-04-15 08:49:49,,2100-01-01 00:00:00,CRO,https://www.coindesk.com/policy/2025/04/14/google-to-restrict-crypto-ads-in-eu-to-mica-licensed-firms,3576643944,coindesk,factual,Google to Require EU Crypto Advertisers to Hold MiCA License,0.5,0.0,0.5,0.5
191,2025-04-15 08:49:49,,2100-01-01 00:00:00,ETORO,https://www.coindesk.com/policy/2025/04/14/google-to-restrict-crypto-ads-in-eu-to-mica-licensed-firms,3576643944,coindesk,factual,Google to Require EU Crypto Advertisers to Hold MiCA License,0.5,0.0,0.5,0.5
192,2025-04-15 08:50:30,2025-04-14T23:14:58+00:00,2100-01-01 00:00:00,ONDO,https://beincrypto.com/ondo-surges-after-mantra-crash-becomes-third-largest-rwa-crypto/,2804554464,bein,market-impacting,Ondo Finance (ONDO) Shows Renewed Strength as MANTRA's OM Token Collapses,0.6,0.4,0.8,0.2
193,2025-04-15 08:51:29,2025-04-14T04:54:17+00:00,2100-01-01 00:00:00,TOTAL,https://beincrypto.com/why-is-the-crypto-market-down-today/,3604514228,bein,market-impacting,"Crypto Market Cap Drops $27 Billion, Bitcoin Struggles Around $85,000, and OM Crashes 87%",-0.5,0.0,-0.5,0.0
